Nome;Pasta;Descrição;Fórmula DAX
clientes_novos;Clientes;;SUM(fato_estatisticas_mensais[clientes_novos])
mkt_Investimento;Marketing;;SUM(fato_estatisticas_marketing[vlr_gasto])
mkt_CAC;Marketing;;DIVIDE([mkt_Investimento],[clientes_novos])
mkt_Investimento_aa;Marketing;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([mkt_Investimento]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
mkt_Investimento_aa%;Marketing;;DIVIDE(([mkt_Investimento] - [mkt_Investimento_aa]); [mkt_Investimento_aa])
mkt_CAC_aa;Marketing;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([mkt_CAC]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
mkt_CAC_aa%;Marketing;;DIVIDE(([mkt_CAC] - [mkt_CAC_aa]); [mkt_CAC_aa])
mkt_retorno_fat_6meses;Marketing;;DIVIDE(([mkt_faturamento_6meses] - [mkt_Investimento]); [mkt_Investimento]; 0)
vendas_receita_6meses;Vendas;;CALCULATE(SUM(fato_Vendas[vlr_receita_liq]); fato_Vendas[tempo_decorrido_prim_compra] <= 180)
vendas_receita;Vendas;;SUM(fato_Vendas[vlr_receita_liq])
mkt_retorno_lucro_6meses;Marketing;;DIVIDE(([mkt_lucro_6meses] - [mkt_Investimento]); [mkt_Investimento]; 0)
vendas_lucro_6meses;Vendas;;CALCULATE(SUM(fato_Vendas[vlr_lucro_venda]); fato_Vendas[tempo_decorrido_prim_compra] <= 180)
vendas_lucro_6meses_aa;Vendas;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([vendas_lucro_6meses]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
vendas_receita_6meses_aa;Vendas;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([vendas_receita_6meses]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
mkt_retorno_fat_6meses_aa;Marketing;;DIVIDE(([mkt_faturamento_6meses_aa] - [mkt_Investimento_aa]); [mkt_Investimento_aa]; 0)
mkt_retorno_lucro_6meses_aa;Marketing;;DIVIDE(([mkt_lucro_6meses_aa] - [mkt_Investimento_aa]); [mkt_Investimento_aa]; 0)
mkt_retorno_fat_6meses_aa%;Marketing;;DIVIDE(([mkt_retorno_fat_6meses] - [mkt_retorno_fat_6meses_aa]); [mkt_retorno_fat_6meses_aa])
mkt_retorno_lucro_6meses_aa%;Marketing;;DIVIDE(([mkt_retorno_lucro_6meses] - [mkt_retorno_lucro_6meses_aa]); [mkt_retorno_lucro_6meses_aa])
mkt_roas;Marketing;;DIVIDE([mkt_lucro_6meses]; [mkt_Investimento])
vendas_lucro;Vendas;;SUM(fato_Vendas[vlr_lucro_venda])
vendas_lucro%;Vendas;;DIVIDE([vendas_lucro]; [vendas_receita])
mkt_lucro_breakeven;Marketing;;DIVIDE(1; [vendas_lucro%])
vendas_lucro_aa;Vendas;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([vendas_lucro]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
mkt_roas_aa;Marketing;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([mkt_roas]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
mkt_roas_aa%;Marketing;;DIVIDE(([mkt_roas] - [mkt_roas_aa]); [mkt_roas_aa])
clientes_ativos;Clientes;;SUM(fato_estatisticas_mensais[clientes_ativos])
clientes_total;Clientes;;CALCULATE(DISTINCTCOUNT(dim_clientes[id_cliente]); dim_clientes[dt_cadastro] <= MAX(dim_calendario[data]))
clientes_ativos_aa;Clientes;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([clientes_ativos]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
clientes_ativos_aa%;Clientes;;DIVIDE(([clientes_ativos] - [clientes_ativos_aa]); [clientes_ativos_aa])
clientes_novos_aa;Clientes;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([clientes_novos]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
clientes_novos_aa%;Clientes;;DIVIDE(([clientes_novos] - [clientes_novos_aa]); [clientes_novos_aa])
clientes_total_aa%;Clientes;;DIVIDE(([clientes_total] - [clientes_total_aa]); [clientes_total_aa])
clientes_total_aa;Clientes;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([clientes_total]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
retencao_churn_qtd;Retenção;;VAR _LimiteDias = 90 VAR _data_fim_selecao = MAX(dim_calendario[Data]) VAR vResultado = CALCULATE(DISTINCTCOUNT(fato_rfm_snapshot[id_cliente]); fato_rfm_snapshot[dt_ref] = _data_fim_selecao; fato_rfm_snapshot[dias_sem_comprar] > _LimiteDias; fato_rfm_snapshot[qtd_compras] > 0) RETURN vResultado
rfm_recencia;RFM;;VAR _data_fim_selecao = MAX(dim_calendario[Data]) VAR _UltimaCompraHistorica = CALCULATE(MAX(fato_rfm_snapshot[dias_sem_comprar]); ALL(dim_Calendario); fato_rfm_snapshot[dt_ref] <= _data_fim_selecao) RETURN _UltimaCompraHistorica
retencao_percentual;Retenção;;1 - [retencao_churn]
retencao_churn;Retenção;;DIVIDE([retencao_churn_qtd]; [retencao_clientes_ativos]; 0)
retencao_churn_aa;Retenção;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([retencao_churn]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
retencao_churn_aa%;Retenção;;DIVIDE(([retencao_churn] - [retencao_churn_aa]); [retencao_churn_aa])
retencao_percentual_aa;Retenção;;VAR ano_anterior = MIN(dim_calendario[ano]) -1 RETURN CALCULATE([retencao_percentual]; REMOVEFILTERS(dim_calendario[ano]); dim_calendario[ano] = ano_anterior)
retencao_percentual_aa%;Retenção;;DIVIDE(([retencao_percentual] - [retencao_percentual_aa]); [retencao_percentual_aa])
conversao_etapa1;Conversão;;VAR vconversoes_etapa1 = CALCULATE(sum(fato_navegacao[qt_sessoes]); fato_navegacao[etapa_numero] = 1) RETURN DIVIDE(vconversoes_etapa1; [conversao_sessoes])
